GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG3001,AH0001,AH0002,AH0003,AH0004,AH0005,AH0006,AH0007,AH0008,AH0009,AH0010,AH0011,AH0012,AH0013,AH0014,AH0015,AH0016,AH0017,AH0018,AH0019,AH0020,AH0021,AH0022,AH0023,AH0024,AH0025,AH0026,AH0027,AH0028,AH0029,AH0030,AH0031,AH0032,AH0033,AH0034,AH0035,AH0036,AH0037,AH0038,AH0039,AH0040,AH0041,AH0042,AH0043,AH0044,AH0045,AH0046,AH0047,AH0048,AH0049,AH0050,AH0051,AH0052,AH0053,AH0054,AH0055,AH0056,AH0057,AH0058,AH0059,AH0060,AH0061,AH0062,AH0063,AH0064,AH0065,AH0066,AH0067,AH0068,AH0069,AH0070,AH0071,AH0072,AH0073,AH0074,AH0075,AH0076,AH0077,AH0078,AH0079,AH0080,AH0081,AH0082,AH0083,AH0084,AH0085,AH0086,AH0087,AH0088,AH0089,AH0090,AH0091,AH0092,AH0093,AH0094,AH0095,AH0096,AH0097,AH0098,AH0099,AH0100,AH0101,AH0102,AH0103,AH0104,AH0105,AH0106,AH0107,AH0108,AH0109,AH0110,AH0111,AH0112,AH0113,AH0114,AH0115,AH0116,AH0117,AH0118,AH0119,AH0120,AH0121,AH0122,AH0123,AH0124,AH0125,AH0126,AH0127,AH0128,AH0129,AH0130,AH0131,AH0132,AH0133,AH0134,AH0135,AH0136,AH0137,AH0138,AH0139,AH0140,AH0141,AH0142,AH0143,AH0144,AH0145,AH0146,AH0147,AH0148,AH0149,AH0150,AH0151,AH0152,AH0153,AH0154,AH0155,AH0156,AH0157,AH0158,AH0159,AH0160,AH0161,AH0162,AH0163,AH0164,AH0165,AH0166,AH0167,AH0168,AH0169,AH0170,AH0171,AH0172,AH0173,AH0174,AH0175,AH0176,AH0177,AH0178,AH0179,AH0180
"G0100970","1860","Alabama","010","Mobile","0970","Mobile",41131,368,366,1539,1532,1619,1613,1483,1552,1469,1499,3939,2691,2645,1826,1629,961,739,452,231,231,50,79,11,20,2,5,0,0,6,2,19,21,65,64,63,96,71,87,52,61,85,113,76,81,47,53,35,33,15,25,8,6,2,3,4,6,1,3,0,0,105,114,526,571,565,598,605,599,607,635,1263,991,916,814,715,585,348,303,189,188,51,43,18,19,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0100990","1860","Alabama","010","Monroe","0990","Monroe",15667,112,118,446,404,559,495,492,510,385,386,588,559,375,369,281,220,153,145,104,85,33,35,14,7,0,3,0,0,0,0,0,1,4,6,7,7,3,5,1,3,0,3,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,126,135,651,569,612,626,637,647,506,533,747,758,439,500,285,335,165,159,99,92,23,44,3,10,0,4,0,0,0,0,0,1,3,1,3,4,3,1,0,2,6,3,3,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101010","1860","Alabama","010","Montgomery","1010","Montgomery",35904,159,163,725,713,883,802,812,732,668,688,1347,1088,843,680,562,386,303,238,124,102,33,42,6,10,3,3,1,1,3,2,0,0,2,9,6,3,0,7,3,3,7,6,0,5,4,6,2,3,2,1,1,0,0,0,0,0,0,0,0,0,241,258,1592,1465,1578,1570,1604,1511,1295,1355,2218,2241,1504,1512,959,977,496,520,290,291,97,66,23,27,6,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101030","1860","Alabama","010","Morgan","1030","Morgan",11335,121,125,510,490,552,544,510,532,478,457,658,722,381,382,256,259,182,167,96,85,33,32,2,10,2,5,0,1,0,0,0,1,2,1,1,5,4,3,2,2,4,1,2,0,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,64,85,294,236,232,262,266,267,202,215,322,322,172,213,118,137,82,76,41,52,17,16,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101050","1860","Alabama","010","Perry","1050","Perry",27724,192,152,624,611,701,700,651,624,487,615,826,766,560,506,430,300,206,174,136,107,43,50,8,7,1,1,0,0,1,0,0,0,4,0,8,1,3,3,2,2,4,2,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,296,265,1269,1327,1270,1311,1283,1178,950,1043,1766,1675,1219,992,661,637,322,290,170,156,54,37,10,9,3,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101070","1860","Alabama","010","Pickens","1070","Pickens",22316,163,170,641,669,758,712,690,678,567,608,943,888,563,487,367,328,233,223,172,142,38,48,14,10,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,176,198,889,944,911,916,887,847,690,775,1050,1101,606,676,411,377,153,191,151,137,34,32,10,15,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101090","1860","Alabama","010","Pike","1090","Pike",24435,267,266,1169,1046,1315,1231,1140,1076,853,951,1322,1274,848,772,557,467,338,275,187,156,52,46,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,160,154,653,597,689,681,653,625,512,505,857,828,430,465,256,267,111,130,75,57,26,30,6,6,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101110","1860","Alabama","010","Randolph","1110","Randolph",20059,318,296,1316,1211,1553,1444,1385,1286,1017,1128,1364,1470,837,943,611,571,393,357,226,187,84,68,29,31,1,4,0,2,0,0,0,0,2,2,3,4,2,0,1,0,0,4,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,48,33,133,149,177,160,140,156,98,118,133,169,75,110,41,63,21,20,21,18,5,7,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101130","1860","Alabama","010","Russell","1130","Russell",26592,181,160,704,740,839,873,835,733,585,622,907,928,609,567,438,386,237,214,147,117,55,38,5,11,0,4,0,0,1,0,0,0,1,1,3,2,4,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,237,257,1145,1079,1133,1187,1075,1086,883,907,1398,1425,909,917,554,474,259,245,161,164,49,47,17,19,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101150","1860","Alabama","010","St Clair","1150","St Clair",11013,174,194,667,612,744,758,701,634,520,497,760,784,462,489,322,248,174,175,111,103,52,28,15,5,0,6,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,30,41,136,138,137,160,164,114,107,111,129,156,77,63,39,60,27,36,16,16,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101170","1860","Alabama","010","Shelby","1170","Shelby",12618,132,160,622,547,716,685,707,626,543,554,780,759,444,443,327,283,204,165,99,89,35,30,9,4,3,1,1,0,1,1,0,0,4,5,0,2,0,2,0,6,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,66,285,264,308,325,261,231,183,201,329,268,188,184,120,123,64,57,50,37,13,11,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101190","1860","Alabama","010","Sumter","1190","Sumter",24035,78,78,380,359,426,388,395,426,322,317,552,537,354,314,307,206,168,129,85,52,22,14,6,4,0,0,0,0,0,0,0,0,0,3,3,1,2,3,2,1,1,0,2,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,251,226,1320,1386,1272,1143,1248,1103,1018,1049,1798,1528,1146,1047,723,675,341,311,210,152,59,51,14,10,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101210","1860","Alabama","010","Talladega","1210","Talladega",23520,193,245,898,934,1081,1097,1082,1135,928,966,1250,1248,713,708,517,504,379,287,190,140,55,45,16,13,2,5,0,2,1,0,0,0,3,1,1,1,0,2,1,2,3,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,165,140,606,645,627,674,669,656,552,521,811,782,463,462,275,288,130,137,94,91,26,25,10,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101230","1860","Alabama","010","Tallapoosa","1230","Tallapoosa",23827,269,268,1222,1138,1475,1345,1192,1201,1004,1004,1408,1506,847,848,570,520,401,330,239,195,68,57,20,19,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,107,491,495,509,561,473,524,414,424,571,623,290,333,195,198,90,116,56,54,13,13,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101250","1860","Alabama","010","Tuscaloosa","1250","Tuscaloosa",23200,188,224,798,825,1013,1018,930,888,722,777,1170,1111,674,632,498,429,298,253,195,156,79,58,13,17,2,1,0,0,2,0,2,2,4,8,5,4,1,5,0,3,3,7,4,3,3,4,1,3,4,5,6,4,1,0,0,0,1,1,0,0,149,141,657,653,717,694,807,706,631,619,923,843,610,601,350,328,151,185,145,122,41,32,10,23,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101270","1860","Alabama","010","Walker","1270","Walker",7980,113,123,572,558,621,628,564,551,477,400,569,636,347,347,226,226,162,116,85,69,37,22,4,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,47,26,42,35,25,51,33,43,43,51,29,24,14,14,1,9,4,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101290","1860","Alabama","010","Washington","1290","Washington",4669,30,34,161,166,161,156,157,131,99,110,151,177,131,115,90,54,56,43,33,32,18,7,4,1,0,0,0,0,2,0,0,0,4,6,6,6,2,5,2,2,3,3,3,2,2,2,1,2,1,1,0,2,0,1,0,0,0,0,0,0,33,37,153,156,148,165,190,183,154,144,263,211,152,126,94,87,53,35,38,41,12,7,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101310","1860","Alabama","010","Wilcox","1310","Wilcox",24618,92,106,457,440,507,484,525,431,364,371,669,597,434,360,250,210,156,121,92,74,25,17,5,5,1,1,0,0,1,0,1,0,1,2,5,3,3,1,3,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,204,1144,1247,1245,1201,1248,1194,878,1078,1715,1722,1131,1073,676,679,290,316,193,192,62,51,15,21,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0101330","1860","Alabama","010","Winston","1330","Winston",3576,50,71,268,273,316,260,221,211,168,213,306,311,172,157,97,96,74,73,49,34,15,13,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,6,8,9,9,12,5,4,17,11,4,10,5,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500010","1860","Arkansas","050","Arkansas","0010","Arkansas",8844,46,66,232,258,291,267,263,281,194,229,471,334,294,189,168,120,81,54,40,23,12,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,85,334,327,342,315,303,265,248,246,651,488,344,305,178,158,58,75,51,41,17,8,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500030","1860","Arkansas","050","Ashley","0030","Ashley",8590,62,65,354,266,395,396,346,355,261,266,492,393,301,237,214,160,112,65,42,24,6,6,3,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,70,258,290,297,304,274,253,216,233,343,377,191,237,107,107,53,39,24,24,7,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500070","1860","Arkansas","050","Benton","0070","Benton",9306,147,153,688,673,751,771,633,626,505,491,690,734,476,413,334,292,197,144,76,59,24,16,5,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,28,23,31,31,32,27,25,23,44,44,16,17,6,13,1,2,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,3,3,2,2,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500110","1860","Arkansas","050","Bradley","0110","Bradley",8388,100,84,440,385,460,464,438,375,310,307,528,464,339,287,225,168,114,83,53,42,15,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,173,236,214,218,198,205,135,186,235,235,131,148,77,87,43,36,19,21,5,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500130","1860","Arkansas","050","Calhoun","0130","Calhoun",4103,67,59,230,226,292,256,220,210,159,163,285,255,199,165,125,71,51,42,23,12,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,61,71,73,73,83,66,55,59,108,95,47,50,24,36,16,12,6,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500150","1860","Arkansas","050","Carroll","0150","Carroll",9383,155,167,695,690,834,735,672,653,516,544,740,691,437,433,285,263,187,137,83,69,22,18,8,8,1,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,31,28,23,36,29,24,23,33,16,26,9,14,7,7,2,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500170","1860","Arkansas","050","Chicot","0170","Chicot",9234,22,25,92,101,129,95,83,83,57,73,273,146,187,98,111,48,32,24,16,13,3,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,97,294,315,614,533,308,306,475,532,1065,952,562,442,239,257,146,107,81,60,14,16,1,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500190","1860","Arkansas","050","Clark","0190","Clark",9735,127,97,543,529,650,665,561,541,416,387,700,563,483,380,284,191,116,108,79,44,23,11,3,1,0,1,0,0,5,8,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,42,159,167,172,177,145,165,139,145,225,199,99,114,55,65,24,30,24,18,6,5,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500270","1860","Arkansas","050","Columbia","0270","Columbia",12449,90,126,731,685,783,705,639,603,479,470,862,690,489,419,315,245,182,128,86,69,23,19,2,2,0,0,0,0,1,2,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,82,354,329,276,278,238,240,198,208,329,288,177,170,92,114,39,48,29,19,1,6,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500290","1860","Arkansas","050","Conway","0290","Conway",6697,108,108,412,384,485,451,428,403,347,351,536,496,382,288,233,181,110,86,52,30,8,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,60,56,55,60,42,62,23,40,84,75,54,63,31,35,7,9,6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500310","1860","Arkansas","050","Craighead","0310","Craighead",3066,58,57,209,233,239,212,217,184,174,177,319,279,165,130,97,75,55,46,25,16,4,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,7,3,6,4,7,9,5,4,8,9,5,8,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500330","1860","Arkansas","050","Crawford","0330","Crawford",7850,127,127,497,466,610,581,541,506,354,414,568,567,386,357,281,201,138,108,68,44,22,14,5,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,20,50,61,64,72,60,70,44,53,68,80,51,49,26,31,13,5,5,9,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500350","1860","Arkansas","050","Crittenden","0350","Crittenden",4920,39,35,170,133,191,148,129,120,109,117,399,249,287,124,114,66,61,34,19,19,1,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,146,148,150,145,153,131,127,126,294,248,165,138,82,74,44,39,30,22,2,6,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
